time,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic,PriceDistrictHeatingPower,PriceGasPower,PriceBiomassPower,PriceSolarThermalPower,PriceElectricHistorical
262800.0,0.2,0.05,0.08426,0.1,0.07,0.2,0.0,0.08426
263700.0,0.2,0.05,0.08222,0.1,0.07,0.2,0.0,0.08222
264600.0,0.2,0.05,0.08158,0.1,0.07,0.2,0.0,0.08158
265500.0,0.2,0.05,0.0814,0.1,0.07,0.2,0.0,0.0814
266400.0,0.2,0.05,0.08198,0.1,0.07,0.2,0.0,0.08198
267300.0,0.2,0.05,0.08127,0.1,0.07,0.2,0.0,0.08127
268200.0,0.2,0.05,0.08084000000000001,0.1,0.07,0.2,0.0,0.08084
269100.0,0.2,0.05,0.08048000000000001,0.1,0.07,0.2,0.0,0.08048
270000.0,0.2,0.05,0.08004,0.1,0.07,0.2,0.0,0.08004
270900.0,0.2,0.05,0.07997,0.1,0.07,0.2,0.0,0.07997
271800.0,0.2,0.05,0.08002,0.1,0.07,0.2,0.0,0.08002
272700.0,0.2,0.05,0.08045999999999999,0.1,0.07,0.2,0.0,0.0804599999999999
273600.0,0.2,0.05,0.08006,0.1,0.07,0.2,0.0,0.08006
274500.0,0.2,0.05,0.08064,0.1,0.07,0.2,0.0,0.08064
275400.0,0.2,0.05,0.08137,0.1,0.07,0.2,0.0,0.08137
276300.0,0.2,0.05,0.08133,0.1,0.07,0.2,0.0,0.08133
277200.0,0.2,0.05,0.08031,0.1,0.07,0.2,0.0,0.08031
278100.0,0.2,0.05,0.08122,0.1,0.07,0.2,0.0,0.08122
279000.0,0.2,0.05,0.08109999999999999,0.1,0.07,0.2,0.0,0.0810999999999999
279900.0,0.2,0.05,0.08216,0.1,0.07,0.2,0.0,0.08216
280800.0,0.2,0.05,0.08184999999999999,0.1,0.07,0.2,0.0,0.0818499999999999
281700.0,0.2,0.05,0.08203,0.1,0.07,0.2,0.0,0.08203
282600.0,0.2,0.05,0.08438,0.1,0.07,0.2,0.0,0.08438
283500.0,0.2,0.05,0.08731,0.1,0.07,0.2,0.0,0.08731
284400.0,0.2,0.05,0.08418,0.1,0.07,0.2,0.0,0.08418
285300.0,0.2,0.05,0.085,0.1,0.07,0.2,0.0,0.085
286200.0,0.2,0.05,0.08628,0.1,0.07,0.2,0.0,0.08628
287100.0,0.2,0.05,0.08699,0.1,0.07,0.2,0.0,0.08699
288000.0,0.2,1.0,0.09111,0.1,0.07,0.2,0.0,0.09111
288900.0,0.2,1.0,0.09301999999999999,0.1,0.07,0.2,0.0,0.0930199999999999
289800.0,0.2,1.0,0.09359,0.1,0.07,0.2,0.0,0.09359
290700.0,0.2,1.0,0.08854000000000001,0.1,0.07,0.2,0.0,0.08854
291600.0,0.2,1.0,0.1017,0.1,0.07,0.2,0.0,0.1017
292500.0,0.2,1.0,0.09719,0.1,0.07,0.2,0.0,0.09719
293400.0,0.2,1.0,0.09092,0.1,0.07,0.2,0.0,0.09092
294300.0,0.2,1.0,0.08697,0.1,0.07,0.2,0.0,0.08697
295200.0,0.2,1.0,0.09384999999999999,0.1,0.07,0.2,0.0,0.0938499999999999
296100.0,0.2,1.0,0.08999,0.1,0.07,0.2,0.0,0.08999
297000.0,0.2,1.0,0.08996,0.1,0.07,0.2,0.0,0.08996
297900.0,0.2,1.0,0.08971,0.1,0.07,0.2,0.0,0.08971
